Instance	Number-of-Services	Real-Services	Fake-Services	Number-of-Employees	Total-Agents	Working-Agents	%Working-Agents	Total-Drivers	Total-Managers	Total-RampManagers	Algorithm	Productivity-UT	Real-Productivity-UT	P.UT-Agent	P.UT-Driver	P.UT-RampManager	P.UT-Manager	Work-Productivity	Real-Work-Productivity	WP-Agent	WP-Driver	WP-RampManager	WP-Manager	Execution-Time(ms)	Covered-Services(%)	Covered-Services	Active-Work-Productivity
realCaseProblemMAD_600_agents.json	24856	24856	0	600	600	600	100,000	0	0	0	randomSolver	78,342	78,342	68,610	0,000	0,000	0,000	61,976	61,976	61,976	0,000	0,000	0,000	88505,108	67,859	16867	61,976
realCaseProblemMAD_600_agents.json	24856	24856	0	600	600	600	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,461	1,461	1,461	0,000	0,000	0,000	10103,092	1,533	381	1,461
realCaseProblemMAD_600_agents.json	24856	24856	0	600	600	600	100,000	0	0	0	compactingSolver	93,006	93,006	81,421	0,000	0,000	0,000	68,976	68,976	68,976	0,000	0,000	0,000	123697,665	74,187	18440	68,976
realCaseProblemMAD_sin_clones.json	24856	24856	0	693	693	693	100,000	0	0	0	randomSolver	77,049	77,049	67,391	0,000	0,000	0,000	59,119	59,119	59,119	0,000	0,000	0,000	93472,573	73,290	18217	59,119
realCaseProblemMAD_sin_clones.json	24856	24856	0	693	693	693	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,499	1,499	1,499	0,000	0,000	0,000	11428,343	1,714	426	1,499
realCaseProblemMAD_sin_clones.json	24856	24856	0	693	693	693	100,000	0	0	0	compactingSolver	93,151	93,151	81,430	0,000	0,000	0,000	66,447	66,447	66,447	0,000	0,000	0,000	168594,996	81,566	20274	66,447
realCaseProblemMAD_1200_agents.json	24856	24856	0	1200	1200	1200	100,000	0	0	0	randomSolver	73,792	73,792	64,293	0,000	0,000	0,000	44,328	44,328	44,328	0,000	0,000	0,000	137416,640	91,813	22821	44,328
realCaseProblemMAD_1200_agents.json	24856	24856	0	1200	1200	1200	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,463	1,463	1,463	0,000	0,000	0,000	20113,263	2,929	728	1,463
realCaseProblemMAD_1200_agents.json	24856	24856	0	1200	1200	1200	100,000	0	0	0	compactingSolver	95,140	95,140	73,263	0,000	0,000	0,000	49,266	49,266	49,266	0,000	0,000	0,000	296735,765	99,924	24837	49,266
realCaseProblemMAD.json	24856	24856	0	6889	6889	6889	100,000	0	0	0	realSolution	86,533	86,533	21,072	0,000	0,000	0,000	8,778	8,778	8,778	0,000	0,000	0,000	NaN	100,000	24856	8,778
realCaseProblemMAD_1300_agents.json	24856	24856	0	1300	1300	1300	100,000	0	0	0	randomSolver	74,942	74,942	65,269	0,000	0,000	0,000	42,172	42,172	42,172	0,000	0,000	0,000	223995,898	93,941	23350	42,172
realCaseProblemMAD_1300_agents.json	24856	24856	0	1300	1300	1300	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,450	1,450	1,450	0,000	0,000	0,000	22757,899	3,182	791	1,450
realCaseProblemMAD_1300_agents.json	24856	24856	0	1300	1300	1215	93,462	0	0	0	compactingSolver	95,157	95,157	67,742	0,000	0,000	0,000	45,495	45,495	45,495	0,000	0,000	0,000	348182,676	100,000	24856	48,678
realCaseProblemMAD_1220_agents.json	24856	24856	0	1220	1220	1220	100,000	0	0	0	randomSolver	74,325	74,325	64,752	0,000	0,000	0,000	43,794	43,794	43,794	0,000	0,000	0,000	152166,398	92,348	22954	43,794
realCaseProblemMAD_1220_agents.json	24856	24856	0	1220	1220	1220	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,460	1,460	1,460	0,000	0,000	0,000	22409,997	2,973	739	1,460
realCaseProblemMAD_1220_agents.json	24856	24856	0	1220	1220	1216	99,672	0	0	0	compactingSolver	95,189	95,189	72,297	0,000	0,000	0,000	48,479	48,479	48,479	0,000	0,000	0,000	369894,929	100,000	24856	48,638
realCaseProblemMAD_1140_agents.json	24856	24856	0	1140	1140	1140	100,000	0	0	0	randomSolver	73,845	73,845	64,358	0,000	0,000	0,000	45,708	45,708	45,708	0,000	0,000	0,000	165075,156	90,719	22549	45,708
realCaseProblemMAD_1140_agents.json	24856	24856	0	1140	1140	1140	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,466	1,466	1,466	0,000	0,000	0,000	20064,985	2,772	689	1,466
realCaseProblemMAD_1140_agents.json	24856	24856	0	1140	1140	1140	100,000	0	0	0	compactingSolver	95,148	95,148	75,890	0,000	0,000	0,000	51,593	51,593	51,593	0,000	0,000	0,000	185556,356	99,022	24613	51,593
realCaseProblemMAD_1060_agents.json	24856	24856	0	1060	1060	1060	100,000	0	0	0	randomSolver	73,871	73,871	64,407	0,000	0,000	0,000	47,768	47,768	47,768	0,000	0,000	0,000	296731,753	88,900	22097	47,768
realCaseProblemMAD_1060_agents.json	24856	24856	0	1060	1060	1060	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,500	1,500	1,500	0,000	0,000	0,000	18674,858	2,579	641	1,500
realCaseProblemMAD_1060_agents.json	24856	24856	0	1060	1060	1060	100,000	0	0	0	compactingSolver	94,946	94,946	78,847	0,000	0,000	0,000	54,621	54,621	54,621	0,000	0,000	0,000	203094,456	97,598	24259	54,621
realCaseProblemMAD_1240_agents.json	24856	24856	0	1240	1240	1240	100,000	0	0	0	randomSolver	74,581	74,581	64,969	0,000	0,000	0,000	43,411	43,411	43,411	0,000	0,000	0,000	179695,711	92,742	23052	43,411
realCaseProblemMAD_1240_agents.json	24856	24856	0	1240	1240	1240	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,445	1,445	1,445	0,000	0,000	0,000	21604,624	3,029	753	1,445
realCaseProblemMAD_1240_agents.json	24856	24856	0	1240	1240	1217	98,145	0	0	0	compactingSolver	95,197	95,197	71,101	0,000	0,000	0,000	47,697	47,697	47,697	0,000	0,000	0,000	328145,343	100,000	24856	48,598
realCaseProblemMAD_1360_agents.json	24856	24856	0	1360	1360	1360	100,000	0	0	0	randomSolver	75,578	75,578	65,805	0,000	0,000	0,000	40,949	40,949	40,949	0,000	0,000	0,000	234914,526	94,971	23606	40,949
realCaseProblemMAD_1360_agents.json	24856	24856	0	1360	1360	1360	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,448	1,448	1,448	0,000	0,000	0,000	24143,969	3,335	829	1,448
realCaseProblemMAD_1360_agents.json	24856	24856	0	1360	1360	1215	89,338	0	0	0	compactingSolver	95,220	95,220	64,819	0,000	0,000	0,000	43,488	43,488	43,488	0,000	0,000	0,000	323362,438	100,000	24856	48,678
realCaseProblemMAD_1120_agents.json	24856	24856	0	1120	1120	1120	100,000	0	0	0	randomSolver	73,795	73,795	64,316	0,000	0,000	0,000	46,354	46,354	46,354	0,000	0,000	0,000	344930,541	90,429	22477	46,354
realCaseProblemMAD_1120_agents.json	24856	24856	0	1120	1120	1120	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,473	1,473	1,473	0,000	0,000	0,000	19802,806	2,732	679	1,473
realCaseProblemMAD_1120_agents.json	24856	24856	0	1120	1120	1120	100,000	0	0	0	compactingSolver	95,098	95,098	76,684	0,000	0,000	0,000	52,368	52,368	52,368	0,000	0,000	0,000	255196,027	98,692	24531	52,368
realCaseProblemMAD_1180_agents.json	24856	24856	0	1180	1180	1180	100,000	0	0	0	randomSolver	73,806	73,806	64,311	0,000	0,000	0,000	44,774	44,774	44,774	0,000	0,000	0,000	284110,387	91,543	22754	44,774
realCaseProblemMAD_1180_agents.json	24856	24856	0	1180	1180	1180	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,467	1,467	1,467	0,000	0,000	0,000	21001,892	2,881	716	1,467
realCaseProblemMAD_1180_agents.json	24856	24856	0	1180	1180	1180	100,000	0	0	0	compactingSolver	95,129	95,129	74,153	0,000	0,000	0,000	50,040	50,040	50,040	0,000	0,000	0,000	546671,276	99,755	24795	50,040
realCaseProblemMAD_1280_agents.json	24856	24856	0	1280	1280	1280	100,000	0	0	0	randomSolver	74,864	74,864	65,206	0,000	0,000	0,000	42,541	42,541	42,541	0,000	0,000	0,000	376019,727	93,454	23229	42,541
realCaseProblemMAD_1280_agents.json	24856	24856	0	1280	1280	1280	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,453	1,453	1,453	0,000	0,000	0,000	22614,462	3,118	775	1,453
realCaseProblemMAD_1280_agents.json	24856	24856	0	1280	1280	1217	95,078	0	0	0	compactingSolver	95,175	95,175	68,888	0,000	0,000	0,000	46,206	46,206	46,206	0,000	0,000	0,000	342756,674	100,000	24856	48,598
realCaseProblemMAD_1380_agents.json	24856	24856	0	1380	1380	1380	100,000	0	0	0	randomSolver	75,857	75,857	66,043	0,000	0,000	0,000	40,536	40,536	40,536	0,000	0,000	0,000	788808,982	95,345	23699	40,536
realCaseProblemMAD_1380_agents.json	24856	24856	0	1380	1380	1380	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,445	1,445	1,445	0,000	0,000	0,000	43429,753	3,371	838	1,445
realCaseProblemMAD_1380_agents.json	24856	24856	0	1380	1380	1216	88,116	0	0	0	compactingSolver	95,198	95,198	63,875	0,000	0,000	0,000	42,858	42,858	42,858	0,000	0,000	0,000	567481,126	100,000	24856	48,638
realCaseProblemMAD_1080_agents.json	24856	24856	0	1080	1080	1080	100,000	0	0	0	randomSolver	73,704	73,704	64,254	0,000	0,000	0,000	47,290	47,290	47,290	0,000	0,000	0,000	392191,064	89,379	22216	47,290
realCaseProblemMAD_1080_agents.json	24856	24856	0	1080	1080	1080	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,485	1,485	1,485	0,000	0,000	0,000	32644,715	2,643	657	1,485
realCaseProblemMAD_1080_agents.json	24856	24856	0	1080	1080	1080	100,000	0	0	0	compactingSolver	95,029	95,029	78,264	0,000	0,000	0,000	53,888	53,888	53,888	0,000	0,000	0,000	602038,294	98,029	24366	53,888
realCaseProblemMAD_1260_agents.json	24856	24856	0	1260	1260	1260	100,000	0	0	0	randomSolver	74,776	74,776	65,131	0,000	0,000	0,000	43,059	43,059	43,059	0,000	0,000	0,000	416118,242	93,269	23183	43,059
realCaseProblemMAD_1260_agents.json	24856	24856	0	1260	1260	1260	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,446	1,446	1,446	0,000	0,000	0,000	22538,830	3,070	763	1,446
realCaseProblemMAD_1260_agents.json	24856	24856	0	1260	1260	1216	96,508	0	0	0	compactingSolver	95,199	95,199	69,999	0,000	0,000	0,000	46,940	46,940	46,940	0,000	0,000	0,000	547697,622	100,000	24856	48,638
realCaseProblemMAD_1340_agents.json	24856	24856	0	1340	1340	1340	100,000	0	0	0	randomSolver	75,424	75,424	65,675	0,000	0,000	0,000	41,369	41,369	41,369	0,000	0,000	0,000	429047,881	94,661	23529	41,369
realCaseProblemMAD_1340_agents.json	24856	24856	0	1340	1340	1340	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,456	1,456	1,456	0,000	0,000	0,000	23309,641	3,275	814	1,456
realCaseProblemMAD_1340_agents.json	24856	24856	0	1340	1340	1216	90,746	0	0	0	compactingSolver	95,215	95,215	65,869	0,000	0,000	0,000	44,137	44,137	44,137	0,000	0,000	0,000	495231,094	100,000	24856	48,638
realCaseProblemMAD_1020_agents.json	24856	24856	0	1020	1020	1020	100,000	0	0	0	randomSolver	73,874	73,874	64,425	0,000	0,000	0,000	48,994	48,994	48,994	0,000	0,000	0,000	163485,671	88,027	21880	48,994
realCaseProblemMAD_1020_agents.json	24856	24856	0	1020	1020	1020	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,494	1,494	1,494	0,000	0,000	0,000	17809,248	2,482	617	1,494
realCaseProblemMAD_1020_agents.json	24856	24856	0	1020	1020	1020	100,000	0	0	0	compactingSolver	94,791	94,791	79,754	0,000	0,000	0,000	56,020	56,020	56,020	0,000	0,000	0,000	161303,891	96,568	24003	56,020
realCaseProblemMAD_1100_agents.json	24856	24856	0	1100	1100	1100	100,000	0	0	0	randomSolver	73,648	73,648	64,198	0,000	0,000	0,000	46,695	46,695	46,695	0,000	0,000	0,000	335633,907	89,757	22310	46,695
realCaseProblemMAD_1100_agents.json	24856	24856	0	1100	1100	1100	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,478	1,478	1,478	0,000	0,000	0,000	19425,682	2,667	663	1,478
realCaseProblemMAD_1100_agents.json	24856	24856	0	1100	1100	1100	100,000	0	0	0	compactingSolver	95,088	95,088	77,494	0,000	0,000	0,000	53,084	53,084	53,084	0,000	0,000	0,000	423423,537	98,338	24443	53,084
realCaseProblemMAD_1320_agents.json	24856	24856	0	1320	1320	1320	100,000	0	0	0	randomSolver	75,414	75,414	65,667	0,000	0,000	0,000	41,754	41,754	41,754	0,000	0,000	0,000	361846,280	94,291	23437	41,754
realCaseProblemMAD_1320_agents.json	24856	24856	0	1320	1320	1320	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,450	1,450	1,450	0,000	0,000	0,000	23195,185	3,223	801	1,450
realCaseProblemMAD_1320_agents.json	24856	24856	0	1320	1320	1217	92,197	0	0	0	compactingSolver	95,217	95,217	66,815	0,000	0,000	0,000	44,806	44,806	44,806	0,000	0,000	0,000	441585,713	100,000	24856	48,598
realCaseProblemMAD_1160_agents.json	24856	24856	0	1160	1160	1160	100,000	0	0	0	randomSolver	73,855	73,855	64,360	0,000	0,000	0,000	45,254	45,254	45,254	0,000	0,000	0,000	192696,772	91,117	22648	45,254
realCaseProblemMAD_1160_agents.json	24856	24856	0	1160	1160	1160	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,458	1,458	1,458	0,000	0,000	0,000	20239,627	2,836	705	1,458
realCaseProblemMAD_1160_agents.json	24856	24856	0	1160	1160	1160	100,000	0	0	0	compactingSolver	95,181	95,181	75,067	0,000	0,000	0,000	50,824	50,824	50,824	0,000	0,000	0,000	227075,539	99,368	24699	50,824
realCaseProblemMAD_1040_agents.json	24856	24856	0	1040	1040	1040	100,000	0	0	0	randomSolver	73,813	73,813	64,364	0,000	0,000	0,000	48,379	48,379	48,379	0,000	0,000	0,000	119548,001	88,490	21995	48,379
realCaseProblemMAD_1040_agents.json	24856	24856	0	1040	1040	1040	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,502	1,502	1,502	0,000	0,000	0,000	18628,287	2,535	630	1,502
realCaseProblemMAD_1040_agents.json	24856	24856	0	1040	1040	1040	100,000	0	0	0	compactingSolver	94,889	94,889	79,427	0,000	0,000	0,000	55,349	55,349	55,349	0,000	0,000	0,000	430046,000	97,164	24151	55,349
realCaseProblemMAD_640_agents.json	24856	24856	0	640	640	640	100,000	0	0	0	randomSolver	77,865	77,865	68,156	0,000	0,000	0,000	60,897	60,897	60,897	0,000	0,000	0,000	59401,911	70,273	17467	60,897
realCaseProblemMAD_640_agents.json	24856	24856	0	640	640	640	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,463	1,463	1,463	0,000	0,000	0,000	9469,970	1,601	398	1,463
realCaseProblemMAD_640_agents.json	24856	24856	0	640	640	640	100,000	0	0	0	compactingSolver	92,944	92,944	81,307	0,000	0,000	0,000	67,979	67,979	67,979	0,000	0,000	0,000	73884,880	77,523	19269	67,979
realCaseProblemMAD_760_agents.json	24856	24856	0	760	760	760	100,000	0	0	0	randomSolver	75,746	75,746	66,198	0,000	0,000	0,000	56,851	56,851	56,851	0,000	0,000	0,000	159712,805	77,136	19173	56,851
realCaseProblemMAD_760_agents.json	24856	24856	0	760	760	760	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,521	1,521	1,521	0,000	0,000	0,000	11227,531	1,871	465	1,521
realCaseProblemMAD_760_agents.json	24856	24856	0	760	760	760	100,000	0	0	0	compactingSolver	93,167	93,167	81,382	0,000	0,000	0,000	64,342	64,342	64,342	0,000	0,000	0,000	129932,708	85,714	21305	64,342
realCaseProblemMAD_1460_agents.json	24856	24856	0	1460	1460	1460	100,000	0	0	0	randomSolver	76,566	76,566	66,598	0,000	0,000	0,000	39,012	39,012	39,012	0,000	0,000	0,000	244322,272	96,548	23998	39,012
realCaseProblemMAD_1460_agents.json	24856	24856	0	1460	1460	1460	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,446	1,446	1,446	0,000	0,000	0,000	21430,645	3,548	882	1,446
realCaseProblemMAD_1460_agents.json	24856	24856	0	1460	1460	1219	83,493	0	0	0	compactingSolver	95,198	95,198	60,423	0,000	0,000	0,000	40,510	40,510	40,510	0,000	0,000	0,000	338889,788	100,000	24856	48,518
realCaseProblemMAD_1540_agents.json	24856	24856	0	1540	1540	1540	100,000	0	0	0	randomSolver	77,631	77,631	67,233	0,000	0,000	0,000	37,466	37,466	37,466	0,000	0,000	0,000	242433,860	97,550	24247	37,466
realCaseProblemMAD_1540_agents.json	24856	24856	0	1540	1540	1540	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,459	1,459	1,459	0,000	0,000	0,000	24478,427	3,713	923	1,459
realCaseProblemMAD_1540_agents.json	24856	24856	0	1540	1540	1212	78,701	0	0	0	compactingSolver	95,188	95,188	57,224	0,000	0,000	0,000	38,405	38,405	38,405	0,000	0,000	0,000	231569,454	100,000	24856	48,799
realCaseProblemMAD_880_agents.json	24856	24856	0	880	880	880	100,000	0	0	0	randomSolver	74,929	74,929	65,410	0,000	0,000	0,000	53,095	53,095	53,095	0,000	0,000	0,000	96670,055	83,256	20694	53,095
realCaseProblemMAD_880_agents.json	24856	24856	0	880	880	880	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,521	1,521	1,521	0,000	0,000	0,000	12928,496	2,136	531	1,521
realCaseProblemMAD_880_agents.json	24856	24856	0	880	880	880	100,000	0	0	0	compactingSolver	93,977	93,977	81,554	0,000	0,000	0,000	60,514	60,514	60,514	0,000	0,000	0,000	111545,315	91,998	22867	60,514
realCaseProblemMAD_700_agents.json	24856	24856	0	700	700	700	100,000	0	0	0	randomSolver	77,055	77,055	67,390	0,000	0,000	0,000	58,857	58,857	58,857	0,000	0,000	0,000	65766,218	73,648	18306	58,857
realCaseProblemMAD_700_agents.json	24856	24856	0	700	700	700	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,495	1,495	1,495	0,000	0,000	0,000	11369,549	1,734	431	1,495
realCaseProblemMAD_700_agents.json	24856	24856	0	700	700	700	100,000	0	0	0	compactingSolver	93,154	93,154	81,426	0,000	0,000	0,000	66,216	66,216	66,216	0,000	0,000	0,000	198223,712	81,952	20370	66,216
realCaseProblemMAD_620_agents.json	24856	24856	0	620	620	620	100,000	0	0	0	randomSolver	78,157	78,157	68,433	0,000	0,000	0,000	61,557	61,557	61,557	0,000	0,000	0,000	55139,022	69,022	17156	61,557
realCaseProblemMAD_620_agents.json	24856	24856	0	620	620	620	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,470	1,470	1,470	0,000	0,000	0,000	9948,697	1,565	389	1,470
realCaseProblemMAD_620_agents.json	24856	24856	0	620	620	620	100,000	0	0	0	compactingSolver	93,077	93,077	81,447	0,000	0,000	0,000	68,501	68,501	68,501	0,000	0,000	0,000	91094,717	75,909	18868	68,501
realCaseProblemMAD_1520_agents.json	24856	24856	0	1520	1520	1520	100,000	0	0	0	randomSolver	77,277	77,277	66,953	0,000	0,000	0,000	37,850	37,850	37,850	0,000	0,000	0,000	284641,464	97,300	24185	37,850
realCaseProblemMAD_1520_agents.json	24856	24856	0	1520	1520	1520	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,454	1,454	1,454	0,000	0,000	0,000	30201,594	3,673	913	1,454
realCaseProblemMAD_1520_agents.json	24856	24856	0	1520	1520	1217	80,066	0	0	0	compactingSolver	95,222	95,222	57,998	0,000	0,000	0,000	38,910	38,910	38,910	0,000	0,000	0,000	375257,371	100,000	24856	48,598
realCaseProblemMAD_1580_agents.json	24856	24856	0	1580	1580	1580	100,000	0	0	0	randomSolver	77,782	77,782	67,198	0,000	0,000	0,000	36,748	36,748	36,748	0,000	0,000	0,000	409279,262	98,029	24366	36,748
realCaseProblemMAD_1580_agents.json	24856	24856	0	1580	1580	1580	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,470	1,470	1,470	0,000	0,000	0,000	23294,860	3,806	946	1,470
realCaseProblemMAD_1580_agents.json	24856	24856	0	1580	1580	1217	77,025	0	0	0	compactingSolver	95,197	95,197	55,796	0,000	0,000	0,000	37,433	37,433	37,433	0,000	0,000	0,000	496516,506	100,000	24856	48,598
realCaseProblemMAD_680_agents.json	24856	24856	0	680	680	680	100,000	0	0	0	randomSolver	77,152	77,152	67,493	0,000	0,000	0,000	59,507	59,507	59,507	0,000	0,000	0,000	69608,862	72,534	18029	59,507
realCaseProblemMAD_680_agents.json	24856	24856	0	680	680	680	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,485	1,485	1,485	0,000	0,000	0,000	9898,623	1,686	419	1,485
realCaseProblemMAD_680_agents.json	24856	24856	0	680	680	680	100,000	0	0	0	compactingSolver	93,128	93,128	81,423	0,000	0,000	0,000	66,881	66,881	66,881	0,000	0,000	0,000	95868,117	80,636	20043	66,881
realCaseProblemMAD_900_agents.json	24856	24856	0	900	900	900	100,000	0	0	0	randomSolver	74,688	74,688	65,189	0,000	0,000	0,000	52,524	52,524	52,524	0,000	0,000	0,000	132539,563	84,310	20956	52,524
realCaseProblemMAD_900_agents.json	24856	24856	0	900	900	900	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,511	1,511	1,511	0,000	0,000	0,000	13213,919	2,189	544	1,511
realCaseProblemMAD_900_agents.json	24856	24856	0	900	900	900	100,000	0	0	0	compactingSolver	94,102	94,102	81,374	0,000	0,000	0,000	59,836	59,836	59,836	0,000	0,000	0,000	299880,363	92,730	23049	59,836
realCaseProblemMAD_820_agents.json	24856	24856	0	820	820	820	100,000	0	0	0	randomSolver	75,429	75,429	65,881	0,000	0,000	0,000	54,961	54,961	54,961	0,000	0,000	0,000	176217,301	80,335	19968	54,961
realCaseProblemMAD_820_agents.json	24856	24856	0	820	820	820	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,512	1,512	1,512	0,000	0,000	0,000	12058,622	2,016	501	1,512
realCaseProblemMAD_820_agents.json	24856	24856	0	820	820	820	100,000	0	0	0	compactingSolver	93,533	93,533	81,655	0,000	0,000	0,000	62,388	62,388	62,388	0,000	0,000	0,000	183745,248	89,379	22216	62,388
realCaseProblemMAD_840_agents.json	24856	24856	0	840	840	840	100,000	0	0	0	randomSolver	74,913	74,913	65,418	0,000	0,000	0,000	54,263	54,263	54,263	0,000	0,000	0,000	91022,633	81,212	20186	54,263
realCaseProblemMAD_840_agents.json	24856	24856	0	840	840	840	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,512	1,512	1,512	0,000	0,000	0,000	12295,676	2,060	512	1,512
realCaseProblemMAD_840_agents.json	24856	24856	0	840	840	840	100,000	0	0	0	compactingSolver	93,661	93,661	81,648	0,000	0,000	0,000	61,707	61,707	61,707	0,000	0,000	0,000	125918,040	90,364	22461	61,707
realCaseProblemMAD_960_agents.json	24856	24856	0	960	960	960	100,000	0	0	0	randomSolver	74,062	74,062	64,614	0,000	0,000	0,000	50,611	50,611	50,611	0,000	0,000	0,000	216406,367	86,321	21456	50,611
realCaseProblemMAD_960_agents.json	24856	24856	0	960	960	960	100,000	0	0	0	referenceSolver	100,000	100,000	6,667	0,000	0,000	0,000	1,510	1,510	1,510	0,000	0,000	0,000	14057,820	2,333	580	1,510
